GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLONG,INTPTLAT
78850,697075858,3697288,269.143,1.428,-99.329182,29.285285
78851,1154405279,40867,445.718,0.016,-101.970461,30.028067
78852,1482697476,16051377,572.473,6.197,-100.311368,28.745217
78860,130817033,910522,50.509,0.352,-100.276888,28.476396
78861,1192326766,3160706,460.36,1.22,-99.141134,29.427375
78870,305538598,1839104,117.969,0.71,-99.630829,29.303817
78871,1120874047,5530581,432.772,2.135,-101.654794,30.006991
78872,478732028,1807577,184.839,0.698,-99.865266,28.926375
78873,588834320,1028673,227.35,0.397,-99.727201,29.815503
78877,154584784,3089068,59.686,1.193,-100.593386,28.951173
78879,117186942,265300,45.246,0.102,-99.682471,29.64447
78880,4424019509,4168370,1708.124,1.609,-100.286076,29.988092
78881,634475765,3000917,244.972,1.159,-99.529697,29.38367
78883,196781535,497926,75.978,0.192,-99.316592,29.678291
78884,629411039,1075910,243.017,0.415,-99.456287,29.606582
78885,200911849,191590,77.573,0.074,-99.54045,29.80869
78886,255474790,1101135,98.639,0.425,-99.168888,29.135837
78931,44324364,394638,17.114,0.152,-96.451051,30.024253
78932,141119943,1707299,54.487,0.659,-96.705271,30.164577
78933,279804384,2503167,108.033,0.966,-96.359065,29.790645
78934,496957007,7542084,191.876,2.912,-96.557401,29.693447
78935,176349084,3268855,68.089,1.262,-96.42546,29.695979
78938,57057098,932160,22.03,0.36,-96.686537,29.806557
78940,348587960,12103368,134.591,4.673,-96.662607,29.930627
78941,404766115,420108,156.281,0.162,-97.15845,29.727617
78942,532605456,2320934,205.64,0.896,-96.923038,30.167624
78943,15051645,275719,5.811,0.106,-96.615598,29.708998
78944,41336778,351629,15.96,0.136,-96.507905,30.014637
78945,652993485,7815393,252.122,3.018,-96.889562,29.912324
78946,249415367,7514314,96.3,2.901,-96.778992,30.188404
78947,553611493,3218720,213.751,1.243,-97.035831,30.420154
78948,166619754,646721,64.332,0.25,-96.976365,30.321105
78949,206439048,287350,79.707,0.111,-97.087403,29.833182
78950,285553464,2387308,110.253,0.922,-96.482617,29.904948
78951,5570393,0,2.151,0,-96.824373,29.587283
78953,237068113,536865,91.533,0.207,-97.357996,29.844013
78954,194696144,1695901,75.173,0.655,-96.699188,30.043016
78956,437241367,113472,168.82,0.044,-96.933605,29.686278
78957,484811743,5373490,187.187,2.075,-97.182148,30.013899
78959,404638833,557662,156.232,0.215,-97.301328,29.700745
78962,503599772,1571370,194.441,0.607,-96.732546,29.65846
78963,107731315,1146775,41.595,0.443,-97.028763,29.91692
79001,1066833512,396975,411.907,0.153,-102.794987,35.339757
79003,102560399,64519,39.599,0.025,-100.068724,35.581845
79005,514326861,50272,198.583,0.019,-100.507442,36.380233
79007,115292839,168880,44.515,0.065,-101.398793,35.706837
79009,300087170,1374725,115.864,0.531,-102.879628,34.533282
79010,451609391,488682,174.367,0.189,-102.140605,35.450973
79011,309655874,1987055,119.559,0.767,-100.231215,35.639883
79012,172609346,199324,66.645,0.077,-102.109125,35.270514
79013,12184300,199584,4.704,0.077,-102.00311,36.038774
79014,2443244028,11458430,943.342,4.424,-100.285338,35.908257
79015,993720993,4633988,383.678,1.789,-101.916036,34.937472
79016,30408,0,0.012,0,-101.91874,34.983347
79018,953560146,449983,368.172,0.174,-102.213391,35.748254
79019,1387975786,7492296,535.9,2.893,-101.394035,35.0071
79021,44267825,0,17.092,0,-102.027747,33.984844
79022,4961546574,4461840,1915.664,1.723,-102.603518,36.098587
79024,150723652,33582,58.195,0.013,-100.369084,36.439773
79025,33458417,0,12.918,0,-102.205885,34.940988
79027,780765234,5218146,301.455,2.015,-102.419542,34.408048
79029,779226045,1779150,300.861,0.687,-102.025897,35.901966
79031,301161530,354722,116.279,0.137,-102.449583,34.270256
79032,50095163,0,19.342,0,-101.941418,34.282885
79033,30483967,0,11.77,0,-100.983997,36.33004
79034,761796337,46274,294.131,0.018,-100.157216,36.359771
79035,1734031300,5980027,669.513,2.309,-102.784877,34.690472
79036,165988112,9822144,64.088,3.792,-101.547377,35.612828
79039,579903001,1623080,223.902,0.627,-101.096311,35.259837
79040,1402240737,465160,541.408,0.18,-101.559664,36.324086
79041,687550452,37180,265.465,0.014,-101.931966,34.043255
79042,1110988976,6599006,428.955,2.548,-101.906795,34.741334
79043,374567487,2133490,144.621,0.824,-102.131315,34.370661
79044,506908896,144376,195.719,0.056,-102.367722,35.863447
79045,3161925595,5039364,1220.826,1.946,-102.554528,34.914806
79046,414866431,121168,160.181,0.047,-100.121753,36.163536
79051,91458344,50866,35.312,0.02,-102.259356,36.483086
79052,467549351,4354066,180.522,1.681,-101.742898,34.361819
79053,50092726,815187,19.341,0.315,-102.579402,34.408017
79054,104254803,402766,40.253,0.156,-100.821516,35.374819
79056,106028549,12140,40.938,0.005,-100.211576,36.223812
79057,996784006,2470690,384.86,0.954,-100.642178,35.246
79058,105712922,0,40.816,0,-101.855136,35.5795
79059,1254750300,153591,484.462,0.059,-100.765905,35.830763
79061,420227431,961084,162.251,0.371,-100.442492,35.524915
79062,231510509,281931,89.387,0.109,-101.529403,36.030624
79063,246718230,1424397,95.258,0.55,-102.09627,34.531086
79064,378232915,41981,146.037,0.016,-102.119153,34.195479
79065,1268614641,3626504,489.815,1.4,-100.906572,35.541234
79068,1020031532,5483676,393.836,2.117,-101.444262,35.346662
79070,1977463650,1288580,763.503,0.498,-100.795007,36.270658
79072,991064392,274328,382.652,0.106,-101.73385,34.169757
79078,58869181,8116523,22.73,3.134,-101.580421,35.720328
79079,1387329084,437516,535.651,0.169,-100.242918,35.20898
79080,445038070,165945,171.83,0.064,-101.213702,35.74865
79081,1666582939,1036865,643.471,0.4,-101.218409,36.24162
79082,218344700,0,84.303,0,-102.287745,34.224256
79083,821781027,594829,317.291,0.23,-101.515093,35.886172
79084,1385903387,318369,535.1,0.123,-101.996725,36.276881
79085,3016821,0,1.165,0,-102.514426,34.740717
79086,528544601,279850,204.072,0.108,-101.768389,36.04178
79087,626082808,3100740,241.732,1.197,-102.911789,36.287379
79088,1491715069,15786039,575.954,6.095,-101.697218,34.580896
79091,50092674,6549010,19.341,2.529,-102.126227,34.897796
79092,746592093,866560,288.261,0.335,-102.446391,35.312969
79093,79504580,0,30.697,0,-101.033947,36.289912
79094,258088422,1262708,99.649,0.488,-101.5097,34.840077
79095,963356559,1209746,371.954,0.467,-100.20826,34.90404
79096,628198694,467701,242.549,0.181,-100.196706,35.437391
79097,308433504,3480965,119.087,1.344,-101.17836,35.435886
79098,549277467,530741,212.077,0.205,-102.216656,35.15335
79101,4145842,0,1.601,0,-101.839602,35.20603
79102,6893784,0,2.662,0,-101.86625,35.19634
79103,13319095,40238,5.143,0.016,-101.794475,35.177308
79104,9927913,111504,3.833,0.043,-101.788728,35.202967
79105,44381357,123123,17.136,0.048,-101.820831,35.691238
79106,24246192,19836,9.362,0.008,-101.895003,35.203066
79107,43437215,1212651,16.771,0.468,-101.802502,35.230592
79108,428469417,5598489,165.433,2.162,-101.690933,35.307898
79109,27055809,151017,10.446,0.058,-101.886423,35.166416
79110,14486450,165314,5.593,0.064,-101.878122,35.144451
79111,28328728,742915,10.938,0.287,-101.708143,35.220537
79118,440073898,10636407,169.913,4.107,-101.739911,35.106367
79119,262771671,5377548,101.457,2.076,-102.017887,35.109084
79121,4793539,0,1.851,0,-101.92975,35.174715
79124,233474614,97857,90.145,0.038,-101.965268,35.262174
79201,2228484119,44290694,860.423,17.101,-100.280962,34.437766
79220,498146608,1831679,192.335,0.707,-100.794632,33.753501
79225,382877518,423205,147.83,0.163,-99.515204,34.255931
79226,2210331869,14107560,853.414,5.447,-100.994549,34.90076
79227,2220502622,16739096,857.341,6.463,-99.773497,33.899813
79229,560541978,752527,216.426,0.291,-100.676563,33.665706
79230,165498407,275228,63.899,0.106,-100.069222,34.702273
79231,34409275,0,13.285,0,-101.070036,33.906379
79233,200515478,8455595,77.419,3.265,-100.525648,34.520996
79234,306153015,16467,118.206,0.006,-100.935228,34.230443
79235,1492052163,352764,576.085,0.136,-101.246139,33.961846
79236,993201239,3674994,383.477,1.419,-100.384217,33.710684
79237,499905589,1383726,193.015,0.534,-100.645545,34.918283
79239,515215764,21720887,198.926,8.386,-100.763893,34.655623
79240,18829108,332364,7.27,0.128,-100.779931,34.886066
79241,883796814,601287,341.236,0.232,-101.384912,34.178502
79243,137155726,148979,52.956,0.058,-100.990114,33.774479
79244,519628546,342156,200.63,0.132,-100.843759,34.030397
79245,674020690,5298518,260.241,2.046,-100.512868,34.857258
79247,19693204,0,7.604,0,-99.409069,34.329813
79248,1546589603,2481992,597.142,0.958,-100.287247,33.994322
79250,464376695,254088,179.297,0.098,-101.594755,33.877689
79251,157695626,79439,60.887,0.031,-100.451566,34.943421
79252,1408428690,1820419,543.797,0.703,-99.818916,34.304335
79255,519650129,912910,200.638,0.352,-101.050762,34.349913
79256,451541282,47960,174.341,0.019,-100.745875,33.900389
79257,1050982869,1225907,405.787,0.473,-101.287161,34.457478
79258,83532253,8575,32.252,0.003,-101.288735,34.228291
79259,231139120,621261,89.243,0.24,-100.472927,34.398492
79261,586469264,6651370,226.437,2.568,-100.809848,34.447226
79311,449247065,562570,173.455,0.217,-101.881538,33.857882
79312,227640214,64975,87.892,0.025,-102.419954,34.019064
79313,340308322,0,131.394,0,-102.162291,33.804892
79314,41457216,0,16.007,0,-103.014509,33.5849
79316,1210217788,2127209,467.268,0.821,-102.326183,33.137907
79322,783577162,25466,302.541,0.01,-101.180116,33.634566
79323,596650010,34329,230.368,0.013,-102.869403,32.945746
79324,183668442,0,70.915,0,-102.68249,33.897884
79325,461726788,2085746,178.274,0.805,-102.943742,34.424608
79326,99606447,0,38.458,0,-102.216144,34.077938
79329,242579619,1034222,93.661,0.399,-101.674963,33.715143
79330,470330310,3561855,181.596,1.375,-101.224946,33.040784
79331,1936167883,2951717,747.559,1.14,-102.00957,32.695214
79336,1119157119,14789,432.109,0.006,-102.398414,33.603903
79339,718104649,99529,277.262,0.038,-102.336677,33.886503
79342,247766678,0,95.663,0,-102.3366,32.908208
79343,353510790,591985,136.491,0.229,-101.531037,33.658671
79344,39016783,0,15.064,0,-102.930411,33.844961
79345,491473963,221555,189.759,0.086,-102.33135,33.337542
79346,1000270555,0,386.207,0,-102.824958,33.648086
79347,1830011667,2843232,706.571,1.098,-102.78941,34.17256
79350,3735295,51337,1.442,0.02,-101.825789,33.73182
79351,841039394,1493981,324.727,0.577,-101.764414,32.92701
79353,31950965,377188,12.336,0.146,-102.581946,33.783518
79355,1121657947,0,433.075,0,-102.876731,33.181664
79356,1924900113,3348044,743.208,1.293,-101.339267,33.28589
79357,565165007,6652,218.211,0.003,-101.404701,33.611886
79358,281139669,25135,108.549,0.01,-102.195033,33.442185
79359,547820460,44284,211.515,0.017,-102.586555,32.971141
79360,2200427254,64447,849.59,0.025,-102.724661,32.68982
79363,299760996,1259259,115.738,0.486,-102.043175,33.706516
79364,510706901,791239,197.185,0.305,-101.644174,33.452572
79366,2106199,400606,0.813,0.155,-101.685343,33.530315
79367,82025737,0,31.67,0,-102.190786,33.621453
79369,33669014,0,13,0,-102.145171,33.955743
79370,1058878172,9919809,408.835,3.83,-100.907042,33.506923
79371,728089826,139271,281.117,0.054,-102.966213,33.952621
79372,34204578,0,13.206,0,-102.488401,33.434243
79373,1123403938,2961109,433.749,1.143,-101.832563,33.173872
79376,291303905,0,112.473,0,-102.673107,33.23386
79377,69429585,9240,26.807,0.004,-102.133506,32.929648
79378,53621492,112056,20.703,0.043,-102.474677,33.058133
79379,186325390,0,71.941,0,-102.646422,33.510507
79380,26370126,0,10.182,0,-102.332216,33.735629
79381,336337119,861753,129.86,0.333,-101.769604,33.315959
79382,123534224,538066,47.697,0.208,-102.014055,33.455287
79401,7128885,25940,2.752,0.01,-101.850444,33.588771
79403,341928427,1854490,132.019,0.716,-101.77545,33.643503
79404,74594256,1946380,28.801,0.752,-101.793717,33.527702
79406,2532314,4724,0.978,0.002,-101.878382,33.585909
79407,183291905,460824,70.769,0.178,-102.079243,33.566862
79410,6244597,101950,2.411,0.039,-101.891011,33.570071
79411,3853057,0,1.488,0,-101.857733,33.570034
79412,8073862,57932,3.117,0.022,-101.856516,33.546383
79413,12376682,209095,4.779,0.081,-101.885644,33.547402
79414,8199174,95824,3.166,0.037,-101.92023,33.547794
79415,171522690,803540,66.225,0.31,-101.897836,33.701386
79416,83257147,751185,32.146,0.29,-101.982772,33.600102
79423,156688931,834008,60.498,0.322,-101.855463,33.439976
79424,108097803,812280,41.737,0.314,-101.94769,33.468334
79501,515684107,2730720,199.107,1.054,-99.905394,32.747863
79502,1690405434,8616771,652.669,3.327,-100.245133,33.183064
79503,205722925,656663,79.43,0.254,-99.694492,32.868619
79504,971440680,1601265,375.075,0.618,-99.350571,32.335802
79505,480999688,1241077,185.715,0.479,-99.811884,33.577449
79506,473826890,9585319,182.946,3.701,-100.313408,32.106426
79508,30830387,0,11.904,0,-99.826041,32.274081
79510,710410439,5762953,274.291,2.225,-99.518879,32.2664
79511,466810194,1164260,180.236,0.45,-101.250314,32.415915
79512,1488229172,12565336,574.609,4.852,-100.918356,32.314505
79517,573381218,1525620,221.384,0.589,-101.246784,32.879511
79518,351510639,68474,135.719,0.026,-100.714732,33.341053
79519,78436790,410263,30.285,0.158,-99.69465,32.052075
79520,504394246,3583322,194.748,1.384,-100.124032,32.857004
79521,807756227,18055725,311.876,6.971,-99.650389,33.122685
79525,242794207,466933,93.743,0.18,-99.830642,32.630473
79526,567879153,751200,219.259,0.29,-100.71688,32.636295
79527,244524716,2312724,94.412,0.893,-101.059442,32.593166
79528,912118654,435683,352.171,0.168,-100.893642,33.192636
79529,230966903,1237478,89.177,0.478,-99.853667,33.431837
79530,89359041,882246,34.502,0.341,-99.753027,32.120249
79532,319955048,62528,123.535,0.024,-100.711396,32.404869
79533,373020673,855528,144.024,0.33,-99.551961,32.85713
79534,155960642,286424,60.217,0.111,-100.211993,32.76433
79535,364948060,64401,140.907,0.025,-100.479835,32.223438
79536,820114358,794235,316.648,0.307,-100.032723,32.473621
79537,201808276,0,77.919,0,-100.210748,32.291861
79538,177486965,549906,68.528,0.212,-99.684164,31.970613
79539,97015740,0,37.458,0,-99.876875,33.361114
79540,141316478,432870,54.563,0.167,-100.040999,33.169164
79541,408521466,809710,157.731,0.313,-99.810552,32.150183
79543,425346681,1228375,164.227,0.474,-100.407773,32.71433
79544,213819816,0,82.556,0,-99.8529,33.301509
79545,589990336,301605,227.797,0.116,-100.573539,32.415212
79546,931079715,1943443,359.492,0.75,-100.498206,32.891818
79547,202658789,27330,78.247,0.011,-99.905443,33.197744
79548,236742842,17157,91.407,0.007,-99.918963,33.049768
79549,2476890651,3001959,956.333,1.159,-100.841389,32.887589
79553,430567938,1118159,166.243,0.432,-99.850964,32.940911
79556,787992323,4805905,304.246,1.856,-100.357939,32.458787
79560,195426740,613717,75.455,0.237,-100.212875,32.664859
79561,324572567,934280,125.318,0.361,-100.195108,32.515445
79562,300713883,2270772,116.106,0.877,-99.866451,32.236251
79563,42391950,33568,16.368,0.013,-99.90623,32.415823
79565,233982935,46677,90.341,0.018,-101.087816,32.397372
79566,409437689,1026993,158.085,0.397,-100.132071,32.115508
79567,817361251,3839802,315.585,1.483,-99.950305,31.97243
79601,644897723,14492536,248.996,5.596,-99.665323,32.576489
79602,297316691,3006792,114.795,1.161,-99.667488,32.335677
79603,151258153,98308,58.401,0.038,-99.927724,32.333551
79605,28411178,73488,10.97,0.028,-99.781827,32.434599
79606,161798900,449181,62.471,0.173,-99.817314,32.362783
79607,9820617,77954,3.792,0.03,-99.832641,32.43035
79699,246691,0,0.095,0,-99.715894,32.462235
79701,30795660,0,11.89,0,-102.081464,31.992384
79703,17336262,0,6.694,0,-102.132366,31.979427
79705,92112978,0,35.565,0,-102.059634,32.051211
79706,1926761867,3602238,743.927,1.391,-102.005075,31.848988
79707,183305531,566802,70.775,0.219,-102.20166,32.053604
79713,425261991,48842,164.195,0.019,-101.754488,32.489818
79714,1990106443,101668,768.384,0.039,-102.697303,32.335729
79718,792187310,2398025,305.865,0.926,-103.759065,31.004969
79719,49535538,50799,19.126,0.02,-103.404137,31.460655
79720,2359428075,8057282,910.98,3.111,-101.47264,32.253541
79730,333658802,0,128.826,0,-103.085134,31.169523
79731,853089041,218836,329.38,0.084,-102.487774,31.422796
79733,4740766,0,1.83,0,-101.365434,32.102911
79734,3350902060,119568,1293.791,0.046,-103.96015,30.686139
79735,4487970069,92162,1732.815,0.036,-102.790792,30.747459
79738,833166598,2343587,321.687,0.905,-101.484963,32.748999
79739,1371056837,1099899,529.368,0.425,-101.501775,31.763075
79741,543160371,3214364,209.715,1.241,-102.630882,31.969312
79742,151446038,0,58.474,0,-102.868447,31.34204
79743,639951833,2310658,247.087,0.892,-102.596253,31.186888
79744,1387148197,0,535.581,0,-101.970268,30.92201
79745,1014532044,133392,391.713,0.052,-103.055986,31.831415
79748,143167070,217408,55.277,0.084,-101.647745,32.408946
79749,169422495,0,65.414,0,-101.871764,32.289048
79752,568198859,65,219.383,0,-102.162001,31.227747
79754,413049528,240848,159.479,0.093,-103.599914,31.803547
79755,813150614,417117,313.959,0.161,-101.918007,31.517628
79756,448779617,48821,173.275,0.019,-102.844644,31.540255
79758,136818032,480976,52.826,0.186,-102.312423,32.001129
79759,505432836,857352,195.149,0.331,-102.632933,31.799171
79761,26391291,7665,10.19,0.003,-102.350647,31.855051
79762,82021614,601804,31.669,0.232,-102.357792,31.925304
79763,140626947,541052,54.296,0.209,-102.47409,31.799158
79764,150867031,375615,58.25,0.145,-102.537544,31.866262
79765,53463355,474055,20.642,0.183,-102.262348,31.906736
79766,616254967,3791040,237.937,1.464,-102.413607,31.725171
79770,246551893,12985710,95.194,5.014,-103.933311,31.875118
79772,2994903620,1984302,1156.339,0.766,-103.627309,31.422363
79777,263469246,260565,101.726,0.101,-103.161046,31.484586
79778,270346624,0,104.381,0,-101.923824,31.176246
79780,306004626,0,118.149,0,-103.59209,31.06196
79781,1735051105,64269,669.907,0.025,-101.78453,30.596998
79782,1194870453,913315,461.342,0.353,-101.836937,32.155614
79783,434984979,0,167.949,0,-102.042298,32.321673
79785,410198268,0,158.378,0,-103.906799,31.327482
79788,11978926,14255,4.625,0.006,-102.97685,31.582473
79789,103089861,110400,39.803,0.043,-103.138992,31.696251
79821,29535301,367962,11.404,0.142,-106.596021,31.983697
79830,5205246396,9555434,2009.757,3.689,-103.22236,29.802094
79831,901806036,575264,348.189,0.222,-103.325765,30.429399
79834,2120403193,2620306,818.692,1.012,-103.275783,29.160935
79835,30636781,229690,11.829,0.089,-106.589725,31.936406
79836,49696811,128655,19.188,0.05,-106.198866,31.57255
79837,4274852705,16347464,1650.53,6.312,-105.286539,32.23357
79838,76173040,320536,29.411,0.124,-106.168049,31.482839
79839,1252352828,772236,483.536,0.298,-105.902546,31.333177
79842,1606588496,1609748,620.307,0.622,-103.11774,30.085732
79843,3816660283,1564820,1473.621,0.604,-104.005761,30.285296
79845,1213338956,0,468.473,0,-104.519139,29.888046
79846,1138830017,70050,439.705,0.027,-103.990465,29.387655
79847,2156955228,1684,832.805,0.001,-105.05386,31.835363
79848,2091324028,62,807.465,0,-102.301073,30.261302
79849,36306295,197421,14.018,0.076,-106.250112,31.560649
79851,1743881300,180317,673.316,0.07,-105.311629,31.278347
79852,1377686854,1794765,531.928,0.693,-103.617232,29.39623
79853,80665254,318500,31.145,0.123,-106.064089,31.434001
79854,1835385224,28790,708.646,0.011,-104.660157,30.59127
79855,4718657873,315560,1821.884,0.122,-104.624514,31.09348
79901,5696318,21256,2.199,0.008,-106.478578,31.760618
79902,16985318,35059,6.558,0.014,-106.498544,31.783715
79903,7880270,0,3.043,0,-106.441937,31.786182
79904,22802148,12015,8.804,0.005,-106.447636,31.852764
79905,16787888,385133,6.482,0.149,-106.426202,31.766054
79906,10895901,0,4.207,0,-106.404743,31.810651
79907,35241262,105630,13.607,0.041,-106.326563,31.707231
79908,50516512,0,19.505,0,-106.380388,31.857201
79911,16170031,0,6.243,0,-106.542594,31.892468
79912,61003568,472684,23.554,0.183,-106.534316,31.848583
79915,23082374,279365,8.912,0.108,-106.371426,31.746041
79916,4204076,0,1.623,0,-106.41803,31.814157
79920,12765,0,0.005,0,-106.451727,31.824725
79922,16924455,171468,6.535,0.066,-106.561208,31.814872
79924,31705879,0,12.242,0,-106.413245,31.902442
79925,43821043,45413,16.919,0.018,-106.356829,31.796943
79927,73324454,703936,28.311,0.272,-106.272524,31.644008
79928,269622583,13207,104.102,0.005,-106.155823,31.628665
79930,28410299,42262,10.969,0.016,-106.483334,31.829304
79932,36974505,514540,14.276,0.199,-106.607988,31.874964
79934,153248746,178572,59.17,0.069,-106.433518,31.95067
79935,9049749,31255,3.494,0.012,-106.329332,31.767715
79936,69254573,54180,26.739,0.021,-106.296976,31.776593
79938,943657598,171229,364.348,0.066,-105.971362,31.829712
79942,92955753,39827,35.89,0.015,-101.331239,30.575618
80002,15936766,307236,6.153,0.119,-105.105292,39.794822
80003,17648602,675853,6.814,0.261,-105.063525,39.825373
80004,19090026,397431,7.371,0.153,-105.122787,39.816686
80005,29436851,421385,11.366,0.163,-105.130234,39.85108
80007,66468299,1633896,25.664,0.631,-105.19237,39.862538
80010,14283218,31534,5.515,0.012,-104.862881,39.739249
80011,63847392,178620,24.652,0.069,-104.782261,39.738841
80012,20111206,0,7.765,0,-104.837652,39.699705
80013,36229567,0,13.988,0,-104.765655,39.661408
80014,18282409,0,7.059,0,-104.838067,39.663558
80015,37030524,606996,14.298,0.234,-104.779035,39.62732
80016,121731448,3138094,47.001,1.212,-104.705114,39.602253
80017,15187780,22279,5.864,0.009,-104.78546,39.697928
80018,68730059,4938,26.537,0.002,-104.68974,39.688002
80019,63627082,48571,24.567,0.019,-104.70217,39.786982
80020,51170492,694609,19.757,0.268,-105.074287,39.930782
80021,42709608,6062499,16.49,2.341,-105.113724,39.890663
80022,119260445,708605,46.047,0.274,-104.798561,39.879644
80023,45657286,566048,17.628,0.219,-105.009387,39.975858
80024,105884,0,0.041,0,-104.917925,39.843876
80025,30273320,10673,11.689,0.004,-105.283939,39.939842
80026,57722349,1197713,22.287,0.462,-105.099734,40.01225
80027,50311737,509705,19.425,0.197,-105.159078,39.950948
80030,6829156,196752,2.637,0.076,-105.03747,39.830822
80031,21830198,137783,8.429,0.053,-105.038674,39.873833
80033,21452446,680211,8.283,0.263,-105.103009,39.772326
80045,1735675,2686,0.67,0.001,-104.838313,39.747876
80101,608222744,11434,234.836,0.004,-104.01917,39.36503
80102,769180437,4240870,296.982,1.637,-104.442995,39.745605
80103,727992115,16612998,281.079,6.414,-104.142596,39.78001
80104,200935904,84211,77.582,0.033,-104.830365,39.293814
80105,1291545420,5198371,498.668,2.007,-103.968891,39.668495
80106,455241296,252861,175.77,0.098,-104.515915,39.186147
80107,403731202,0,155.881,0,-104.572571,39.409358
80108,92149892,0,35.579,0,-104.852987,39.445501
80109,68309904,0,26.375,0,-104.901375,39.364266
80110,16389519,423880,6.328,0.164,-105.011411,39.645994
80111,27896244,9909,10.771,0.004,-104.877957,39.613005
80112,47972642,334727,18.522,0.129,-104.857645,39.57574
80113,19584824,156124,7.562,0.06,-104.965111,39.644445
80116,223874664,243135,86.438,0.094,-104.709712,39.319995
80117,631057965,74679,243.653,0.029,-104.342891,39.369598
80118,353594319,295396,136.524,0.114,-104.905265,39.192431
80120,21504485,942869,8.303,0.364,-105.01146,39.593836
80121,19397155,53342,7.489,0.021,-104.95273,39.610992
80122,18278675,48291,7.057,0.019,-104.954917,39.580309
80123,30758067,4209261,11.876,1.625,-105.069449,39.61601
80124,24562911,5755,9.484,0.002,-104.891965,39.53207
80125,109119224,3802610,42.131,1.468,-105.052316,39.485069
80126,27775578,14974,10.724,0.006,-104.958557,39.540572
80127,134087282,1049413,51.771,0.405,-105.164662,39.530599
80128,31967604,3970349,12.343,1.533,-105.078981,39.563846
80129,19310720,100998,7.456,0.039,-105.010351,39.545535
80130,16556712,16382,6.393,0.006,-104.923416,39.530958
80131,1954443,0,0.755,0,-105.007544,39.47644
80132,79192247,370295,30.576,0.143,-104.84653,39.09941
80133,79764494,40507,30.797,0.016,-104.975692,39.095018
80134,145948097,214747,56.351,0.083,-104.778638,39.4855
80135,852794394,4204340,329.266,1.623,-105.157637,39.253871
80136,523934870,1392321,202.292,0.538,-104.280905,39.784898
80137,270790666,1502935,104.553,0.58,-104.598055,39.771182
80138,163742237,175069,63.221,0.068,-104.670906,39.51766
80202,2900297,0,1.12,0,-104.997633,39.751907
80203,2779201,0,1.073,0,-104.98265,39.731686
80204,14407225,0,5.563,0,-105.020394,39.73484
80205,11874937,119984,4.585,0.046,-104.962829,39.758857
80206,6361669,0,2.456,0,-104.952618,39.730292
80207,11824012,0,4.565,0,-104.916636,39.762296
80209,9019641,54418,3.483,0.021,-104.96575,39.706581
80210,15707215,51146,6.065,0.02,-104.962315,39.676626
80211,11644553,97000,4.496,0.037,-105.019736,39.767444
80212,9249003,1093090,3.571,0.422,-105.048027,39.772047
80214,11920975,40722,4.603,0.016,-105.069027,39.743291
80215,14412678,257327,5.565,0.099,-105.115977,39.744773
80216,27187751,218028,10.497,0.084,-104.957249,39.78728
80218,4145058,0,1.6,0,-104.970673,39.731082
80219,19441922,193656,7.507,0.075,-105.035601,39.695293
80220,13575575,0,5.242,0,-104.916597,39.733812
80221,23461757,666030,9.059,0.257,-105.011035,39.817067
80222,10282638,0,3.97,0,-104.927899,39.671027
80223,13544714,108937,5.23,0.042,-105.003843,39.695794
80224,8146834,0,3.146,0,-104.911337,39.687765
80226,20865700,166240,8.056,0.064,-105.091519,39.712845
80227,19163868,323180,7.399,0.125,-105.089824,39.666295
80228,28540433,93016,11.02,0.036,-105.173161,39.694967
80229,34087313,970226,13.161,0.375,-104.957119,39.855318
80230,6446419,0,2.489,0,-104.890279,39.719464
80231,12212325,0,4.715,0,-104.887803,39.671421
80232,10697719,633368,4.13,0.245,-105.090234,39.686866
80233,23577904,319277,9.103,0.123,-104.946561,39.899671
80234,18359744,264953,7.089,0.102,-105.002506,39.909994
80235,9428336,193115,3.64,0.075,-105.08835,39.649838
80236,8321007,0,3.213,0,-105.039573,39.651675
80237,9260004,17849,3.575,0.007,-104.901711,39.639871
80238,12566304,0,4.852,0,-104.882483,39.771658
80239,25855308,31835,9.983,0.012,-104.838551,39.787628
80241,17101607,648240,6.603,0.25,-104.954808,39.929518
80246,4469838,8809,1.726,0.003,-104.930842,39.705197
80247,7617388,1067,2.941,0,-104.878815,39.698327
80249,123618081,31163,47.729,0.012,-104.695551,39.851866
80260,12417747,295152,4.795,0.114,-105.006059,39.866918
80264,19282,0,0.007,0,-104.985482,39.742477
80290,19489,0,0.008,0,-104.986754,39.744092
80293,15517,0,0.006,0,-104.989935,39.746253
80294,15459,0,0.006,0,-104.98927,39.749452
80301,75104967,7580096,28.998,2.927,-105.201421,40.049468
80302,213860580,866943,82.572,0.335,-105.372017,40.039191
80303,57102035,2433925,22.047,0.94,-105.209276,39.973222
80304,23685343,117908,9.145,0.046,-105.291263,40.045421
80305,18723747,129059,7.229,0.05,-105.248158,39.975334
80310,1124499,5818,0.434,0.002,-105.263655,40.002148
80401,135136812,1566270,52.177,0.605,-105.236031,39.718726
80403,346183929,2328734,133.662,0.899,-105.29305,39.834622
80419,256676,0,0.099,0,-105.202819,39.728392
80420,102595137,720911,39.612,0.278,-106.116959,39.324867
80421,357023560,580541,137.848,0.224,-105.502065,39.462296
80422,334491129,952351,129.148,0.368,-105.528825,39.870497
80423,410884300,1636877,158.643,0.632,-106.583549,39.893953
80424,326131671,1021224,125.92,0.394,-106.004129,39.473334
